nombre_programa,codigo_pto,departamento,fecha_muestra,fecha_hora,id_muestra,clorofila_a_mg_l,feofitina_a_mg_l,alc_t_mg_ca_co3_l,conduc_m_s_cm,od_mg_l,p_h_sin_unid,sat_o2_percent,ssf_mg_l,sst_mg_l,ssv_mg_l,t_º_c,transparencia_cm,as_mg_l,cd_mg_l,ca_mg_l,cr_mg_l,fe_mg_l,mg_mg_l,hg_mg_l,ni_mg_l,pb_mg_l,k_mg_l,na_mg_l,zn_mg_l,n_amoniacal_mg_nh4_n_l,cn_total_mg_l,po4_mg_po4_p_l,pt_mg_p_l,no3_mg_no3_n_l,no2_mg_no2_n_l,nt_mg_n_l,termo_tmf_ufc_100ml,aox_mg_l,glifosato_mg_l,aldrin_mg_l,p_p_ddd_mg_l,p_p_dde_mg_l,p_p_ddt_mg_l,dieldrin_mg_l,endosulfan_alfa_mg_l,endosulfan_beta_mg_l,endosulfansulfato_mg_l,heptacloro_mg_l,lindano_mg_l,metoxicloro_mg_l,atrazina_mg_l,dbo5_mg_o2_l,sustfenolicas_mg_l,ampa_mg_l,st_mg_l,stf_mg_l,stv_mg_l,color_unidad_de_color,turbidez_ntu,cu_mg_l,se_mg_l,so4_mg_l,si_o2_mg_si_o2_l,colif_tmf_ufc_100ml,enteroc_sd_nmp_100m_l,ecoli_mf_ufc_100ml,pc_btotales_ng_l,toc_mg_l,dqo_mg_o2_l,ay_g_mg_l,dureza_t_mg_ca_co3_l,al_mg_l,s2_mg_l,heptacloroepoxido_mg_l,sd_mg_l,sdv_mg_l,pcb105_ng_l,pcb114_ng_l,pcb118_ng_l,pcb123_ng_l,pcb126_ng_l,pcb156_ng_l,pcb157_ng_l,pcb167_ng_l,pcb169_ng_l,pcb189_ng_l,pcb77_ng_l,pcb81_ng_l,b_mg_l,cl_mg_l,fenantreno_mg_l,fluoranteno_mg_l,fluoreno_mg_l,naftaleno_mg_l,pireno_mg_l,dibenzo_a_h_antraceno_mg_l,criseno_mg_l,benzo_a_antraceno_mg_l,benzo_a_pireno_mg_l,benzo_b_j_fluoranteno_mg_l,benzo_k_fluoranteno_mg_l,benzo_ghi_perileno_mg_l,acenafteno_mg_l,acenaftileno_mg_l,antraceno_mg_l,indeno_1_2_3_cd_pyreno_mg_l,deterg318_mg_l,ecoli_sd_nmp_100m_l
Rio Uruguay,RU15,RÍO NEGRO,2018-01-10,2018-01-10 10:45:00,3287098,11,NA,29,78.7,8.23,7.96,110.9,5,6,NA,NA,90,NA,NA,6.7,NA,1,2.4,NA,NA,NA,1.5,4,NA,0.013,NA,NA,72,0.72,NA,1.02,59,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,73,43,30,85,29,NA,NA,2.2,14,120,NA,11,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU4,RÍO NEGRO,2018-03-06,2018-03-06 10:05:00,3288283,2.3,NA,23,79.9,7.92,7.65,96.5,NA,NA,NA,26,55,NA,NA,6.3,NA,1.2,1.6,NA,NA,NA,1.7,4.8,NA,0.11,NA,28,80,0.94,NA,1.02,21,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,65,20,100,40,0.005,NA,1.5,14,130,1,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU11,RÍO NEGRO,2018-03-07,2018-03-07 08:50:00,3288292,4.6,NA,27,85,7.64,7.68,92.6,NA,NA,NA,25.9,50,NA,NA,5.9,NA,2.1,1.8,NA,NA,NA,1.5,3.3,NA,0.26,NA,38,140,0.93,NA,1.32,26,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,94,59,35,130,33,0.009,NA,2.9,18,110,1,11,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU5,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277937,0.7,0.8,29,61.1,10.44,7.72,100.2,8,11,3,13.5,70,0.002,0.001,9.3,NA,0.56,NA,NA,0.001,0.009,1.3,3.6,NA,NA,NA,0.011,NA,0.83,0.003,1.16,400,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,62,20,65,14,NA,0.001,1.2,12,1800,5.2,110,0.052,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU5,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277971,0.1,0.1,28,55.4,8.57,6.99,88.8,9,11,2,17.1,35,0.002,NA,6.6,NA,0.87,0.05,NA,NA,NA,1.7,2.3,NA,0.026,NA,0.032,67,0.57,0.004,1.19,170,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,87,65,22,100,32,NA,0.002,NA,16.5,2700,6.2,110,0.115,6,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU14,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278065,NA,0.4,32,60.7,10.46,7.34,99.7,1,1,1,13.5,55,0.002,0.001,6.9,NA,0.58,NA,NA,0.006,0.009,1.4,3,0.009,0.014,NA,0.033,68,1,NA,1.14,750,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,68,31,85,22,0.006,0.001,2.5,16,6700,120,110,NA,3.33,7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU1,RÍO NEGRO,2017-01-17,2017-01-17 10:07:00,3286994,0.9,0.9,23,62,7.39,6.85,94.1,9,11,NA,27.4,NA,NA,NA,5.6,NA,1.9,1.5,NA,NA,NA,NA,1.9,NA,0.033,NA,33,74,0.74,7.3,0.98,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.2,NA,88,62,26,130,20,0.005,NA,1.2,15,1300,6.3,110,0.051,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU10,RÍO NEGRO,2017-01-18,2017-01-18 09:33:00,3287003,1.5,0.9,24,67.5,7.13,6.83,90.2,6,7,NA,27.4,45,NA,NA,5.8,NA,1.6,1.4,NA,NA,NA,NA,2.1,NA,NA,NA,48,79,0.61,NA,0.99,360,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,84,49,35,130,20,0.009,NA,1.3,15,1000,17,110,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA
Rio Uruguay,RU4,RÍO NEGRO,2017-07-25,2017-07-25 13:05:00,3287045,NA,3.7,28,54.5,10.09,7.35,99.7,7,10,NA,14.7,50,NA,NA,7.9,NA,0.94,3.1,NA,NA,NA,2.8,5.5,NA,NA,NA,NA,92,0.69,NA,0.89,350,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,93,66,27,130,12,NA,NA,1.3,15,3700,7.4,110,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU14,RÍO NEGRO,2017-11-08,2017-11-08 10:45:00,3287076,NA,NA,27,71.9,7.63,7.07,88.7,NA,NA,NA,22.7,50,NA,NA,7.5,NA,2.2,2.1,NA,NA,NA,1.6,1.5,NA,0.022,NA,29,85,0.87,NA,1.1,1000,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,65,31,130,21,NA,NA,1.7,14,7700,72,1100,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU1,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277883,0.9,4.3,31,58,9.31,7.94,115.4,1,2,1,26.5,80,0.002,NA,6.8,0.002,0.44,NA,NA,0.002,0.002,2.3,2.5,0.015,NA,NA,0.024,140,0.73,0.003,1.24,56,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,58,27,85,12,NA,0.001,1.3,16,170,1,12,NA,5.2,23,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU5,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277887,1.8,2.9,32,55.5,8.95,7.98,111,1,2,1,26.6,90,0.002,NA,6.8,0.002,0.44,NA,NA,0.002,0.002,2.3,2.4,0.015,0.004,NA,0.022,120,0.69,0.003,1.26,34,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,56,26,85,12,NA,0.001,1.2,17,110,4.1,12,NA,4.9,19,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU2,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277850,1,0.5,25,52.2,8.28,7.03,93,8,9,1,20.8,70,NA,NA,6.3,0.002,3.4,NA,NA,0.006,NA,2.4,3,0.007,0.004,NA,0.011,63,0.39,0.003,0.94,240,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,41,42,130,20,0.007,0.001,1.2,15,650,96,120,0.05,6.1,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU5,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277921,0.3,0.2,29,49.4,9.08,6.65,97,9,11,2,12.9,55,0.002,0.001,7.3,0.015,2.8,NA,NA,NA,0.009,1.3,2.6,NA,0.018,NA,0.051,73,0.48,0.003,0.92,220,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,54,23,100,13,0.01,0.001,1.2,17,730,10,120,0.36,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU7,RÍO NEGRO,2017-01-17,2017-01-17 12:53:00,3287000,0.6,1.3,24,64.1,7.12,7.3,91.7,7,9,NA,27.4,NA,NA,NA,5.5,NA,1.5,1.4,NA,NA,NA,NA,1.9,NA,0.027,NA,32,73,0.65,7.4,1,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,92,64,28,130,19,0.005,NA,1.2,15,440,12,120,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU15,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277931,0.3,2.1,28,50.1,11.44,7.32,111.1,12,15,3,13.6,45,0.002,0.001,9.2,NA,2.7,NA,0.001,NA,0.009,1.4,3.7,0.015,0.022,NA,0.057,71,0.52,0.003,1.02,1500,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,59,36,100,15,0.006,0.001,1.4,17,4100,310,1200,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU16,RÍO NEGRO,2018-05-09,2018-05-09 11:45:00,3288432,NA,NA,36,99.6,8.66,7.39,96.8,NA,6,NA,20.8,50,NA,NA,5,NA,2,1.4,NA,NA,NA,2,4.7,NA,0.041,NA,74,130,0.78,NA,3.09,1900,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,110,74,40,130,26,0.006,NA,2.8,17,23000,110,1200,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU13,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278013,0.3,3.1,36,80.1,7.48,7.74,95.5,4,5,1,27.5,60,0.002,NA,6.6,0.002,1,0.05,NA,0.002,0.002,1.3,3.4,0.015,0.1,NA,0.051,79,0.4,0.004,1.43,80000,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,70,81,85,15,NA,0.002,2.67,17.1,270000,340,12000,NA,7.92,10,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU6,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278023,0.6,0.7,27,71,5.54,7.03,69.4,2,2,1,26.6,63,0.002,NA,5.9,0.002,0.94,NA,NA,0.002,0.002,1.4,2.4,0.015,NA,NA,0.033,32,0.62,0.004,0.73,19,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,45,61,65,15,NA,0.002,0.91,17.4,150,1,13,0.13,3.77,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU5,RÍO NEGRO,2015-04-20,2015-04-20 00:00:00,3278039,6.4,2.2,27,57.6,8.76,7.52,NA,1,2,1,19,NA,0.002,NA,4.8,NA,0.77,NA,NA,NA,NA,1.4,1.3,NA,NA,NA,0.011,81,0.51,0.004,0.84,21,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,71,50,21,65,12,NA,0.002,1.2,18,100,4.1,13,0.053,2.7,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU7,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277923,0.1,0.4,29,49.2,11.1,6.35,104.8,8,10,2,13,57,0.002,0.001,7.5,NA,2,NA,NA,NA,0.009,1.3,2.7,0.01,NA,NA,0.034,70,0.49,0.003,0.9,190,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,51,25,100,13,0.01,0.001,1.2,13,810,42,130,0.05,2.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU4,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277970,0.3,1.7,26,55.7,7.41,6.88,76.5,7,9,2,16.9,40,0.002,NA,5.8,NA,1,0.05,NA,NA,NA,1.8,2.2,NA,0.035,NA,0.028,73,0.58,0.004,0.95,210,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,58,22,100,32,NA,0.002,NA,16.6,1800,15,130,0.14,4.9,29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU14,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277930,0.3,1,37,56.2,11.45,7.67,111.5,6,8,2,14.5,55,NA,0.001,8.4,NA,1.5,NA,NA,NA,0.009,1.3,3.3,0.015,0.049,NA,0.039,81,0.55,0.003,1.23,2600,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,58,24,100,12,0.006,0.001,1.8,18,12000,250,1300,0.13,7.1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU16,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277932,3.1,NA,40,59.7,12.15,8.81,121.6,12,15,3,15.2,27,NA,0.001,6.8,NA,1.6,NA,0.001,NA,0.009,1.4,3,0.015,0.029,NA,0.035,77,0.59,0.003,1.01,2000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,110,76,37,100,15,NA,0.001,1.9,18,6700,540,1300,0.081,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU10,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277909,0.1,1.1,26,118.3,9.36,7.5,89.5,2,4,2,13.8,NA,0.002,NA,6.6,NA,0.37,NA,NA,NA,0.009,NA,1.9,0.015,0.014,NA,0.028,69,0.3,0.002,0.72,48,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,42,28,100,11,0.006,0.001,0.86,13,290,7.4,14,0.062,2.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU1,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277933,0.9,0.4,30,61.6,10.5,7.49,100.8,4,5,1,13.7,70,0.002,0.001,9.9,NA,0.27,NA,NA,0.001,0.009,1.3,4.4,NA,NA,NA,0.024,NA,0.84,0.003,1.12,440,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,59,16,65,12,NA,0.001,1.5,13,2200,7.4,140,0.059,2.2,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU6,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278074,0.4,0.1,28,61.7,7.91,6.95,81.7,6,8,2,16.9,35,0.002,NA,8.4,0.002,1.5,NA,NA,0.002,0.002,1.6,2.6,NA,NA,NA,0.071,150,0.54,0.003,1.99,180,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,72,32,130,20,NA,0.001,1.5,15,840,13,140,NA,8,22,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU8,RÍO NEGRO,2017-01-17,2017-01-17 13:04:00,3287001,0.7,1.7,25,65.7,6.99,7.22,90.5,8,9,NA,27.4,54,NA,NA,5.6,NA,1.7,1.4,NA,NA,NA,NA,1.9,NA,0.021,NA,32,63,0.66,8.2,0.95,260,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.9,NA,90,60,30,130,18,NA,NA,1.3,14,680,23,140,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU16,RÍO NEGRO,2017-11-08,2017-11-08 10:45:00,3287078,NA,NA,26,73.1,8.02,7.12,94.9,NA,NA,NA,23.6,45,NA,NA,5.6,NA,1.7,1.9,NA,NA,NA,1.6,1.4,NA,0.033,NA,27,71,0.94,NA,1.23,1100,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,65,31,130,20,NA,NA,1.8,14,4900,37,1400,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU3,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277986,0.3,1.3,33,53.8,8.39,7.19,93.8,5,6,1,21,75,0.002,NA,8.5,NA,0.69,0.05,NA,NA,NA,2.9,3.7,NA,0.031,NA,0.036,110,0.28,0.004,0.92,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,49,29,100,22,NA,0.002,1.2,16.3,150,4.1,15,NA,4.89,24,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU4,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278004,2.2,4.5,34,65.9,7.66,7.42,91.9,7,9,2,24.4,55,0.002,NA,6.2,0.002,2.5,0.05,NA,0.002,0.002,1,2.4,0.015,0.023,NA,0.02,58,0.27,0.001,1.26,44,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,56,20,85,19,NA,0.002,1.92,16.8,100,4.1,15,NA,10.3,17,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU10,RÍO NEGRO,2015-04-21,2015-04-21 00:00:00,3278044,5.3,3.1,28,63.2,8.7,7.1,NA,1,2,1,18.8,NA,0.002,NA,5.5,NA,0.81,NA,NA,NA,NA,1.8,2.1,NA,NA,NA,0.018,73,0.5,0.004,0.91,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,65,44,21,65,12,NA,0.002,1.8,17.6,82,3.1,15,NA,2.7,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU2,RÍO NEGRO,2017-07-25,2017-07-25 11:40:00,3287042,NA,NA,27,53,9.84,7.29,97,NA,NA,NA,14.7,85,NA,NA,7.8,NA,0.53,3.1,NA,NA,NA,2.7,4.3,NA,NA,NA,20,87,0.72,NA,0.83,89,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,87,58,29,100,13,NA,NA,1.4,15,490,2,15,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU1,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277917,0.9,NA,29,48.9,10.03,6.4,94.6,14,16,2,12.9,55,0.002,0.001,7.7,NA,2.1,NA,NA,NA,0.009,1.5,3,0.015,0.022,NA,0.041,79,0.47,0.003,0.88,230,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,57,30,100,15,0.01,0.001,1.3,18,750,7.3,150,0.17,11,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rio Uruguay,RU3,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278071,NA,0.8,30,63,8.13,6.48,NA,9,11,2,16.5,41,NA,NA,8.4,0.002,2.4,NA,NA,0.002,0.002,1.8,3.2,NA,0.016,NA,0.064,210,0.52,0.005,1.86,240,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,79,31,130,21,NA,0.001,1.5,15,810,29,150,NA,8.6,25,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
